WordChunk,VisualStrength,AuditoryStrength,GustatoryStrength,OlfactoryStrength,TactileStrength,Word,POS,Modality,AnyPositive,AllEqual
morose__a,0,0,0.135405502,0,0,morose,a,Gustatory,yes,no
tannery__n,0,0.03215976,0,0,0.025114135,tannery,n,Auditory,yes,no
six-inch__a,0,0,0.133654602,0,0,six-inch,a,Gustatory,yes,no
alive__a,0.005195949,-0.01332077,-0.042690811,0,0.009265949,alive,a,Haptic,no,no
employ__v,-0.036343386,-0.031885457,-0.027143435,-0.001699392,-0.047837463,employ,v,Olfactory,no,no
weakening__n,0.065402407,0,0,0,0,weakening,n,Visual,yes,no
export__n,-0.016829885,-0.035100829,-0.031219619,0,-0.08845742,export,n,Olfactory,no,no
savagery__n,0.026570211,-0.030823234,0.01197084,0,0.00492972,savagery,n,Visual,yes,no
export__v,-0.020856391,-0.031976938,0.037673657,0,0.016010726,export,v,Gustatory,yes,no
alive__r,0.056264331,-0.031524939,0,0,0.01136583,alive,r,Visual,yes,no
microscopic__a,-0.009726477,0,0.040863732,0,-0.030652289,microscopic,a,Gustatory,yes,no
excellent__a,-0.005412105,0.006471844,0.001933278,0.042958758,-0.031978339,excellent,a,Olfactory,yes,no
employ__n,0.031690925,0.02168426,0,0,0.05889437,employ,n,Haptic,yes,no
gash__n,-0.011053478,0.006106793,0.088132408,0,0.01496375,gash,n,Gustatory,yes,no
dim__v,0.005810962,-0.016126015,0.051787147,0.092281543,-0.034943435,dim,v,Olfactory,yes,no
blurred__a,0.096391455,0,0.004472421,0,0,blurred,a,Visual,yes,no
aerie__n,0.014218718,0.004212054,0,0,0,aerie,n,Visual,yes,no
aggressively__r,0.017386546,0.000181179,-0.056659211,0,-0.025296004,aggressively,r,Visual,yes,no
escalate__v,-0.049829041,-0.024053654,-0.054521239,0.025381092,-0.014100279,escalate,v,Olfactory,yes,no
sixth-inning__a,-0.007659687,-0.01794405,-0.00166749,0,0.06222111,sixth-inning,a,Haptic,yes,no
sy__n,0,0.036544555,0,0,0.045162357,sy,n,Haptic,yes,no
blindness__n,-0.032827996,0.015795544,0.020972169,0,0,blindness,n,Gustatory,yes,no
dame__n,0,-0.018304463,0,0,0.066021343,dame,n,Haptic,yes,no
criterion__n,-0.001716922,-0.013148578,-0.093368577,0,-0.085323097,criterion,n,Olfactory,no,no
industrial-size__a,0,0.009542516,0.052336589,0.189932588,0.018160317,industrial-size,a,Olfactory,yes,no
nakedly__r,0,0.058398498,0,0,0,nakedly,r,Auditory,yes,no
coup__n,-0.001539656,-0.025649396,-0.123771728,-0.039643692,-0.03790947,coup,n,Visual,no,no
enough__n,0.028073597,0.008604289,-0.010702104,0,0.008861489,enough,n,Visual,yes,no
omen__n,-0.019288143,-0.055776028,0.096887046,0,-0.047158226,omen,n,Gustatory,yes,no
spot__v,0.013568308,-0.012530518,0.007970081,-0.029142048,0.000289854,spot,v,Visual,yes,no
inscription__n,-0.020816569,-0.003927238,0.040054431,0,0,inscription,n,Gustatory,yes,no
spanish-language__a,-0.032131627,-0.061473241,0,0,-0.033587702,spanish-language,a,Gustatory,no,no
spot__n,0.00124501,-0.043899114,0.012903251,0.06808752,-0.002449417,spot,n,Olfactory,yes,no
enough__r,-0.004714542,0.010207346,-0.008662605,-0.036799412,0.030528025,enough,r,Haptic,yes,no
spanish-language__n,0.020091697,0.030089717,0,0,-0.008841722,spanish-language,n,Auditory,yes,no
diode__n,0.088974827,0,0,0,0,diode,n,Visual,yes,no
burning__n,-0.012640335,-0.017090699,0.056976385,0.162301146,0.012516242,burning,n,Olfactory,yes,no
necessitate__v,0,0.022286029,0.066267697,0,0,necessitate,v,Gustatory,yes,no
byte__n,0,-0.005575129,0,0,0.003459725,byte,n,Haptic,no,no
chiefly__r,-0.041084178,-0.051368541,0,0,0.064302918,chiefly,r,Haptic,yes,no
favorably__r,0.050492812,-0.005359473,-0.036167498,0,-0.037645796,favorably,r,Visual,yes,no
cd__n,-0.041820756,-0.065065007,-0.065468189,0,-0.015748108,cd,n,Olfactory,no,no
muddle__v,0.040580646,-0.017459524,0,0,0.039124571,muddle,v,Visual,yes,no
pope__n,-0.00916166,-0.032884628,0,0,-0.010748302,pope,n,Gustatory,no,no
mill__n,-0.014304835,-0.003666908,0.024102517,0,0.003252442,mill,n,Gustatory,yes,no
antenna__n,0.016028878,-0.041855,0.022023998,0,0.00338081,antenna,n,Gustatory,yes,no
teleconference__v,0,0,0,0,0.133486627,teleconference,v,Haptic,yes,no
payout__n,-0.027148452,0.025893176,0,0,-0.062589285,payout,n,Auditory,yes,no
hurl__v,0.023563527,-0.075932407,0.040129924,0,0.017154724,hurl,v,Gustatory,yes,no
jealousy__n,-0.075489952,-0.002256874,0,0,0,jealousy,n,Gustatory,no,no
converse__v,-0.010148809,0.028353245,-0.004089401,0,-0.038265673,converse,v,Auditory,yes,no
nine-lifetime__a,0.120700492,0,0,0,0,nine-lifetime,a,Visual,yes,no
pero__n,0,0.088079509,0,0,0,pero,n,Auditory,yes,no
textbook__n,-0.033535827,-0.015654963,-0.045688842,0,-0.035034324,textbook,n,Olfactory,no,no
carpenter__n,0.052858425,0,-0.039983993,0,-0.013993575,carpenter,n,Visual,yes,no
captivity__n,0.039149812,0,0,0,0,captivity,n,Visual,yes,no
undergraduate__a,0.013521972,-0.010240625,0,0,-0.016625675,undergraduate,a,Visual,yes,no
candy-colored__a,0.04784308,0,0,0,0.018160317,candy-colored,a,Visual,yes,no
multimedia__n,-0.041471406,-0.05147807,0,0,0,multimedia,n,Gustatory,no,no
life-threatening__a,-0.017115156,-0.00786445,0,0,0.001170403,life-threatening,a,Haptic,no,no
multimedia__a,-0.019542279,-0.064106001,-0.020124333,0.091013025,-0.036273343,multimedia,a,Olfactory,yes,no
undergraduate__n,-0.015611543,-0.015503782,-0.02861491,0,-0.044934456,undergraduate,n,Olfactory,no,no
enamor__v,0,0.022733652,0,0,0,enamor,v,Auditory,yes,no
up-tempo__a,-0.034454899,0.042513264,0.026037618,0,0.040264407,up-tempo,a,Auditory,yes,no
oregano__n,-0.030078046,0,0.190336229,0,-0.0784727,oregano,n,Gustatory,yes,no
warfare__n,-0.005705055,-0.022450059,-0.015439877,0,-0.007309161,warfare,n,Olfactory,no,no
intellect__n,0,0.025831861,-0.006426315,0,-0.040602587,intellect,n,Auditory,yes,no
isolationism__n,-0.060763827,-0.003285152,0,0,-0.072665349,isolationism,n,Gustatory,no,no
canoe__n,-0.0151696,-0.010240625,0.060645299,0,-0.035988237,canoe,n,Gustatory,yes,no
vermouth__n,0.087043516,0,0,0,0,vermouth,n,Visual,yes,no
cleaning__n,-0.047176133,-0.021296511,0.076812659,0.167020181,-0.022106565,cleaning,n,Olfactory,yes,no
athleticism__n,-0.003044011,0.010411092,-0.031091441,0,0.029804433,athleticism,n,Haptic,yes,no
grandstand__n,-0.017718558,0.019327218,0.015068851,0,0,grandstand,n,Auditory,yes,no
harassment__n,-0.089505621,0.013937369,-0.098746898,0,-0.021878967,harassment,n,Auditory,yes,no
baggage__n,-0.045246208,-0.046916914,0.008948683,0,-0.014394385,baggage,n,Gustatory,no,no
notoriety__n,-0.003822846,0.001285702,0,0,0.0237008,notoriety,n,Haptic,yes,no
post-cold__a,0.021092345,0,0,0,0,post-cold,a,Visual,yes,no
understandable__a,0.003046707,0.004363025,-0.033422344,0,-0.054522533,understandable,a,Auditory,no,no
entice__v,0.013291351,-0.019403015,-0.001799117,0,-0.00982593,entice,v,Visual,yes,no
weary__a,0.012168537,-0.015252269,-0.023788099,0,-0.01788915,weary,a,Visual,yes,no
crazed__a,0.085769507,-0.024476031,0,0,0.031768506,crazed,a,Visual,yes,no
bloody__v,0.05647781,-0.030823234,0,0,-0.022205432,bloody,v,Visual,yes,no
tantrum__n,0,-0.027725223,0.043238415,0,-0.019107421,tantrum,n,Gustatory,yes,no
individualistic__a,0,0.059322713,0,0,0.003300023,individualistic,a,Auditory,yes,no
bloody__a,0.123318055,-0.068780471,-0.07703843,0,-0.019617777,bloody,a,Visual,yes,no
eight-game__a,0,0,0.064478334,0,0.111631622,eight-game,a,Haptic,yes,no
disk__n,-0.010583484,-0.031086036,-0.030608852,0,-0.004569581,disk,n,Olfactory,no,no
praise__v,0.007464626,-0.008482135,-0.061723683,0,-0.02247118,praise,v,Visual,no,no
two-term__a,0,0.042557316,0,0,-0.012442341,two-term,a,Auditory,yes,no
praise__n,-0.049569857,0.035252408,-0.041721428,0,-0.030046532,praise,n,Auditory,yes,no
sports__n,-0.013744638,0.000584728,0.025411457,0,-0.026227131,sports,n,Gustatory,yes,no
ranch__n,0.013825395,-0.049799071,0.011893408,0,-0.00059063,ranch,n,Visual,yes,no
money-losing__a,-0.002392216,0,0.003457748,0,-0.030718524,money-losing,a,Gustatory,no,no
gouging__n,-0.003646382,-0.013653047,0.029141027,0,-0.005035245,gouging,n,Gustatory,yes,no
smartest__a,-0.017115156,-0.00786445,0,0,0.001170403,smartest,a,Haptic,no,no
old-timers__n,0.02815316,0.038313099,0,0,0,old-timers,n,Auditory,yes,no
bestseller__n,-0.078101865,0.02136194,0.04158274,0,-0.034943435,bestseller,n,Gustatory,yes,no
ranch__v,0.02815316,0.080530821,0,0,0,ranch,v,Auditory,yes,no
selective__a,0.001235715,0.016650107,-0.060066834,0,-0.039489739,selective,a,Auditory,yes,no
gruff__a,-0.017115156,-0.053661716,0.129988967,0,0,gruff,a,Gustatory,yes,no
challenging__a,0.058564434,-0.012842769,-0.0753672,0,-0.043652495,challenging,a,Visual,yes,no
gradually__r,-0.020226832,-0.038674483,-0.006927741,0,0.014211741,gradually,r,Haptic,yes,no
shoeless__a,0.106521109,0,0,0,0.05405491,shoeless,a,Visual,yes,no
disingenuous__a,0.039664066,0.012975747,0,0,0,disingenuous,a,Visual,yes,no
lease__v,-0.050863825,-0.025907406,-0.043358584,0,-0.041748683,lease,v,Olfactory,no,no
profit-seeking__a,0.063301002,0,0,0,0.012829855,profit-seeking,a,Visual,yes,no
business__n,-0.0304875,-0.003996942,-0.070938254,-0.091056479,-0.020618678,business,n,Auditory,no,no
recess__n,0.063096622,-0.032679044,0.002778997,0,0.002708224,recess,n,Visual,yes,no
pelvis__n,0.006357126,0.03215976,0,0,0.025114135,pelvis,n,Auditory,yes,no
juvenile__n,0.025416171,-0.036450297,0.009721837,0,0.009915603,juvenile,n,Visual,yes,no
recess__v,0.031690925,0.02168426,0,0,0,recess,v,Visual,yes,no
pear__n,0.005059015,0,0.10163633,0,0,pear,n,Gustatory,yes,no
pear__a,0.026570211,0,0.141571229,0,0,pear,a,Gustatory,yes,no
unflappable__a,0,0,0,0,0,unflappable,a,Visual,no,yes
aborted__a,0.0049158,0,0.055737738,0,0.003459725,aborted,a,Gustatory,yes,no
juvenile__a,-0.066729446,-0.077013809,0.045588465,0,-0.049440409,juvenile,a,Gustatory,yes,no
legislation__n,-0.004722313,-0.005109326,-0.12121309,0,-0.018492577,legislation,n,Olfactory,no,no
frank__n,-0.003646382,0.034080406,0.110378938,0,0,frank,n,Gustatory,yes,no
cut-rate__a,-0.011053478,-0.021060143,0.021733931,0,0,cut-rate,a,Gustatory,yes,no
grandiose__a,-0.031941573,-0.015360976,0,0,0.013450746,grandiose,a,Haptic,yes,no
renault-nissan__a,0,0,0.135405502,0,0,renault-nissan,a,Gustatory,yes,no
pencil__n,0.029449068,-0.01180379,-0.056004004,0,0.024546808,pencil,n,Visual,yes,no
overconfident__a,0,0.017868797,0.061850465,0,0.026725755,overconfident,a,Gustatory,yes,no
afl-cio-affiliated__a,0.11193827,-0.000723183,0.04207089,0,0,afl-cio-affiliated,a,Visual,yes,no
wayward__a,-0.011588402,0,0.002647158,0,0.015709006,wayward,a,Haptic,yes,no
emphatic__a,0.020819604,0.023395964,0,0,0,emphatic,a,Auditory,yes,no
editor__n,-0.036830463,-0.00959422,-0.121889903,-0.125810816,-0.07077377,editor,n,Auditory,no,no
hard-pressed__a,0.017645135,-0.01267658,0.031305089,0,-0.003819622,hard-pressed,a,Gustatory,yes,no
womanize__v,0,0.036544555,0,0,0.095742133,womanize,v,Haptic,yes,no
wind__v,-0.055603288,-0.071300214,-0.045846651,0.375624149,-0.029568424,wind,v,Olfactory,yes,no
lovable__a,0.041762903,0,-0.00166749,0,-0.009087092,lovable,a,Visual,yes,no
pallet__n,0.004688885,-0.005317779,0.037476294,0,0.031142986,pallet,n,Gustatory,yes,no
shield__v,0.117448522,-0.084928224,0,0,-0.016450226,shield,v,Visual,yes,no
allude__v,-0.059422811,0.039109687,0,0,0.01845271,allude,v,Auditory,yes,no
shield__n,0.003068869,-0.031524939,-0.021403685,0,0.00155359,shield,n,Visual,no,no
pompous__a,0,-0.041948238,0.065886878,0,0,pompous,a,Gustatory,yes,no
face-offs__n,0,0,0.071494841,0,0.087518751,face-offs,n,Haptic,yes,no
intramural__a,0,0,0,0,0.080162686,intramural,a,Haptic,yes,no
endosperm__n,0.060321775,0,0.064478334,0,0,endosperm,n,Gustatory,yes,no
teachers__n,0.026245853,0.023878521,-0.086116164,0,-0.058003497,teachers,n,Visual,yes,no
deliberately__r,-0.005054473,0.003367089,-0.015447847,0,-0.02142991,deliberately,r,Auditory,no,no
worried__a,-0.017565415,0.050581018,-0.042467622,0,-0.005378736,worried,a,Auditory,yes,no
mismanagement__n,0.012271865,-0.01794405,0,0,0,mismanagement,n,Visual,yes,no
warp__v,0.02815316,-0.009615736,0,0,-0.000997935,warp,v,Visual,yes,no
legendary__a,-0.032859907,-0.00827621,0.013144595,0,-0.038059128,legendary,a,Gustatory,yes,no
pious__a,-0.057213769,0.027653099,0,0,0.037147422,pious,a,Haptic,yes,no
vertebrate__n,0,0,0.115992891,0,0,vertebrate,n,Gustatory,yes,no
potpourri__n,0,0,0,0.278111761,0,potpourri,n,Olfactory,yes,no
scarier__a,0.091195344,0,0,0,0,scarier,a,Visual,yes,no
lane__n,-0.023441296,-0.035111122,0.019320462,0,0.042144768,lane,n,Haptic,yes,no
communication__n,-0.022064444,0.025962455,-0.042879597,0,-0.051254175,communication,n,Auditory,yes,no
customized__a,0,0.073159538,0,0,-0.021674962,customized,a,Auditory,yes,no
amethyst__n,0.125597289,0,0.064478334,0,0,amethyst,n,Visual,yes,no
sitter__n,-0.030749046,-0.026066632,0.003625083,0,-0.016888793,sitter,n,Gustatory,no,no
awake__r,-0.085854055,0.032172552,-0.050935921,0,0.053688992,awake,r,Haptic,yes,no
termination__n,0,-0.003927238,0,0,0.00492972,termination,n,Haptic,no,no
awake__v,0.009732747,0.028353245,-0.004089401,0,0.008276672,awake,v,Auditory,yes,no
tunnel__n,0.038685209,-0.00794823,0.003536587,0,0.005747764,tunnel,n,Visual,yes,no
bludgeon__v,0,0.013956032,0,0,0.120176704,bludgeon,v,Haptic,yes,no
meld__v,0,-0.030199237,-0.000443138,0.091013025,-0.021021398,meld,v,Olfactory,yes,no
arlington__n,0.085504854,0,0.10886844,0,0,arlington,n,Gustatory,yes,no
cooking__a,0,-0.039336326,0.082668283,0,0,cooking,a,Gustatory,yes,no
flatly__r,-0.019288143,0.040261522,-0.012981954,0,0,flatly,r,Auditory,yes,no
near-perfect__a,0,0.059322713,0,0,0.003300023,near-perfect,a,Auditory,yes,no
angiogenesis__a,-0.007659687,0.030966337,0,0,0.01081579,angiogenesis,a,Auditory,yes,no
angiogenesis__n,0.023079433,0.012161944,0,0,-0.018349665,angiogenesis,n,Visual,yes,no
punt__n,0.03862802,-0.052857065,0.02623588,0,0.012028535,punt,n,Visual,yes,no
prevention__n,-0.004544248,-0.005927709,-0.070944077,0,-0.048246117,prevention,n,Olfactory,no,no
blind-sided__a,0.068889427,0.058398498,0,0,0,blind-sided,a,Visual,yes,no
megamillionaire__n,0,0.028700767,0.071494841,0,0,megamillionaire,n,Gustatory,yes,no
addicting__n,0.069979672,0.059322713,0,0,0,addicting,n,Visual,yes,no
staircase__n,0.008325581,0,-0.005813393,0,-0.040938104,staircase,n,Visual,no,no
marriage__n,-0.013248148,-0.014352121,-0.04688336,-0.002011733,-0.019529205,marriage,n,Olfactory,no,no
jersey__n,0.045940532,-0.019345362,0.004677199,0,0.030404374,jersey,n,Visual,yes,no
spirituality__n,-0.053043414,-0.040810646,0,0.059556149,-0.031408436,spirituality,n,Olfactory,yes,no
playmate__n,0.014218718,0.004212054,0,0,0,playmate,n,Visual,yes,no
offset__v,-0.012699138,-0.073338959,0.049490814,0,-0.046526599,offset,v,Gustatory,yes,no
offset__n,0,0.071127833,0,0,0,offset,n,Auditory,yes,no
obliterate__v,0.033066215,-0.050388112,0.034912294,0,0.00739899,obliterate,v,Gustatory,yes,no
barnacle__n,0.113130118,0,0,0,0,barnacle,n,Visual,yes,no
anew__r,0.050012905,0.020932828,-0.031954271,0,-0.04834089,anew,r,Visual,yes,no
transplant__v,-0.036250876,-0.072280732,0.08702123,0,-0.06366293,transplant,v,Gustatory,yes,no
straightaway__n,0.005945598,0.008327105,0,0,-0.011182553,straightaway,n,Auditory,no,no
calf__n,-0.079143227,0.01266648,0.071831857,0,0.050860321,calf,n,Gustatory,yes,no
straightaway__v,0,0,0.131572337,0,0.045162357,straightaway,v,Gustatory,yes,no
unctuous__a,0,0,0.101230305,0,0,unctuous,a,Gustatory,yes,no
red-hot__a,0.044474624,0,0.000845836,0,0.082716016,red-hot,a,Haptic,yes,no
transplant__n,-0.018371466,-0.076360524,0.110791052,0,-0.113474539,transplant,n,Gustatory,yes,no
nationalist__n,0.025664454,-0.057614047,-0.079307822,0,-0.035792014,nationalist,n,Visual,yes,no
supervisor__n,-0.024687603,0.005047174,-0.134007185,0,-0.045037584,supervisor,n,Auditory,no,no
restrictive__a,0.009886778,-0.061743769,0,0,-0.007302774,restrictive,a,Visual,no,no
backlog__n,-0.015611543,0.04220817,0,0,-0.006101572,backlog,n,Auditory,yes,no
nationalist__a,-0.05424088,0.03549174,-0.039165496,0.102248982,-0.074290206,nationalist,a,Olfactory,yes,no
mishap__n,-0.085374016,0.005316182,0,0,0.022869132,mishap,n,Haptic,yes,no
apparent__a,-0.037709769,-0.010473649,0.002291618,0.046432973,0.013446139,apparent,a,Olfactory,yes,no
three-judge__a,-0.01340196,-0.008445011,0,0,0,three-judge,a,Gustatory,no,no
incendiary__a,-0.014469367,-0.024476031,0,0,0.048097281,incendiary,a,Haptic,yes,no
sanctity__n,0,0.016079282,0.040054431,0,0,sanctity,n,Gustatory,yes,no
broadcaster__n,-0.050126874,-0.025142375,0.014813787,0.050761602,-0.031608171,broadcaster,n,Olfactory,yes,no
testicle__n,0,0.074449434,0,0,0,testicle,n,Auditory,yes,no
woodwork__n,0.00954111,-0.027725223,0,0,0,woodwork,n,Visual,no,no
bow__n,0.02129028,-0.092372469,0.031620973,0,-0.007185828,bow,n,Gustatory,yes,no
windowpane__n,0.038707432,0.028700767,0,0,0.037318569,windowpane,n,Visual,yes,no
intractable__a,0.0495764,-0.024476031,0,0,0,intractable,a,Visual,yes,no
illicit__a,0.005945598,-0.065444456,0,0,-0.011182553,illicit,a,Visual,no,no
bow__v,-0.006294453,-0.028544502,-0.016002092,0,-0.018699489,bow,v,Olfactory,no,no
outcast__n,-0.014469367,-0.024476031,0,0,0.061827549,outcast,n,Haptic,yes,no
pathological__a,0.107763078,0,0,0,0,pathological,a,Visual,yes,no
low-risk__a,0.025343722,0.015337058,0,0,0.023954859,low-risk,a,Visual,yes,no
trial__n,-0.022145622,-0.005940681,-0.0593141,-0.070283609,-0.008103334,trial,n,Auditory,no,no
unsuspecting__a,0,0.007837094,-0.010867642,0,0.041877907,unsuspecting,a,Haptic,yes,no
oddest__a,0.05982037,0,0,0,0,oddest,a,Visual,yes,no
licens__n,-0.048629902,-0.016597187,0,0,0.011448724,licens,n,Haptic,yes,no
spook__v,0.024003809,-0.013653047,0,0,0,spook,v,Visual,yes,no
hesitation__n,-0.019288143,-0.010081082,0,0,0.028056806,hesitation,n,Haptic,yes,no
groundwork__n,0.02040692,0.029996637,-0.0138256,0,-0.065019856,groundwork,n,Auditory,yes,no
amusing__a,0.013155849,-0.066160375,-0.035844022,0.057246256,-0.024463959,amusing,a,Olfactory,yes,no
differ__v,-0.036275543,-0.017286122,-0.023739065,0,-0.086325802,differ,v,Olfactory,no,no
contortion__n,0,0.052810073,0,0,0.040937285,contortion,n,Auditory,yes,no
methodists__n,0.025343722,0.043514065,0,0,0,methodists,n,Auditory,yes,no
offer__v,-0.043458243,-0.030206267,-0.010472226,-0.042086145,-0.057443255,offer,v,Gustatory,no,no
plum__n,0.012363509,-0.118441023,0.114770815,0,-0.002959552,plum,n,Gustatory,yes,no
approximately__r,-0.008128367,-0.047567993,0.047414025,0.000928463,-0.024607869,approximately,r,Gustatory,yes,no
offer__n,0.018624954,0.012843285,-0.024007218,-0.042182345,-0.017851176,offer,n,Visual,yes,no
tousled__a,0.055443772,0,0,0,0,tousled,a,Visual,yes,no
bloodless__a,0.108602775,-0.063619815,0,0,-0.028777012,bloodless,a,Visual,yes,no
component__n,-0.010726318,-0.03472972,-0.002359721,0,-0.034688368,component,n,Olfactory,no,no
politicize__v,-0.014469367,0.022733652,0,0,-0.015858229,politicize,v,Auditory,yes,no
teaspoons__a,0.04784308,0,0.169476462,0,0,teaspoons,a,Gustatory,yes,no
load__v,-0.051550629,-0.037261055,0.044777304,0,0.035304261,load,v,Gustatory,yes,no
coincidence__n,-0.017057356,0.002311591,0.006298742,0,-0.018634395,coincidence,n,Gustatory,no,no
second-year__a,-0.002077362,-0.020379705,0.034909043,0,0.002911573,second-year,a,Gustatory,yes,no
cherry-red__a,0.108491236,0,0,0,0,cherry-red,a,Visual,yes,no
load__n,-0.001469241,0.000713686,0.043956079,0,0.02413135,load,n,Gustatory,yes,no
six-run__a,0,0,0,0,-0.005035245,six-run,a,Visual,no,no
reassess__v,0.000401777,0.025988653,0,0,0,reassess,v,Auditory,yes,no
vocabulary__n,0,0.025839764,0,0,-0.0223471,vocabulary,n,Auditory,yes,no
scold__v,0.013665171,-0.104987015,0.023167944,0,0.004217611,scold,v,Gustatory,yes,no
congratulatory__a,0,0.009542516,0,0,0,congratulatory,a,Auditory,no,no
birthday__n,0.020378735,-0.015396097,-0.026954741,-0.044742755,0.011449806,birthday,n,Visual,yes,no
handover__n,-0.012550576,0,0,0,-0.013977982,handover,n,Auditory,no,no
hospice__n,0,-0.041948238,0,0,0.082716016,hospice,n,Haptic,yes,no
surfer__n,0.008137855,0.007676696,-0.025263219,0,0.027522081,surfer,n,Haptic,yes,no
argentine__n,0.05647781,0,0,0,0,argentine,n,Visual,yes,no
supporter__n,-0.006211133,0.023082056,-0.084697067,-0.121565959,-0.011930594,supporter,n,Auditory,yes,no
expire__v,-0.053015144,-0.044955131,-0.021517182,0,0.017510947,expire,v,Haptic,yes,no
gleam__n,0.111748518,0,0,0,0,gleam,n,Visual,yes,no
subtlety__n,0.046838023,0,0,0,-0.0248649,subtlety,n,Visual,yes,no
sterling__n,0.061082989,-0.046883475,0,0,0.037651316,sterling,n,Visual,yes,no
jinx__n,0.014218718,0,0,0,0.061844926,jinx,n,Haptic,yes,no
three-man__a,0.014218718,0.032080327,0,0,0.012829855,three-man,a,Auditory,yes,no
self-mutilation__n,0,0,0.08768411,0,0.068500552,self-mutilation,n,Gustatory,yes,no
insert__n,-0.045769363,-0.055776028,-0.012981954,0.124614045,0,insert,n,Olfactory,yes,no
train__v,-0.036644451,0.004171143,-0.027513649,0.001824272,-0.013547683,train,v,Auditory,no,no
brink__n,-0.007514144,-0.081497992,0,0,0.036367632,brink,n,Haptic,yes,no
decade__n,-0.004893018,-0.050451635,-0.036454036,-0.087419359,-0.01303998,decade,n,Visual,no,no
erection__n,0.015341109,0,0.050716677,0,0,erection,n,Gustatory,yes,no
mythology__n,0.004054207,-0.067220434,-0.02442636,0,-0.032477553,mythology,n,Visual,no,no
formally__r,-0.039588523,-0.029846267,-0.12139993,0,-0.002639827,formally,r,Olfactory,no,no
train__n,0.02063976,0.00641285,-0.046147433,-0.087087117,0.028355963,train,n,Haptic,yes,no
all-century__a,-0.018642046,-0.076624989,0.017480189,0,-0.02017217,all-century,a,Gustatory,yes,no
lair__n,0.037292494,0,0,0,0.007894618,lair,n,Visual,yes,no
editors__n,-0.042708395,-0.096990317,-0.101911301,0,-0.075668727,editors,n,Olfactory,no,no
beanie-baby__a,0.10214125,0,0,0,0,beanie-baby,a,Visual,yes,no
prohibitive__a,0,-0.080149167,0,0,-0.071292209,prohibitive,a,Visual,no,no
groan__v,-0.014469367,0.052529479,0,0,0,groan,v,Auditory,yes,no
looker__n,0,0,0,0,0.045162357,looker,n,Haptic,yes,no
burst__v,0.127995766,-0.044022409,-0.048488294,0,-0.040070146,burst,v,Visual,yes,no
contrast__v,-0.032922662,-0.052304189,-0.025721456,0,-0.06259552,contrast,v,Olfactory,no,no
measly__r,0,0,0.052336589,0,0.018160317,measly,r,Gustatory,yes,no
badger__n,0,0,0.06759871,0,0.011453066,badger,n,Gustatory,yes,no
exult__v,0,0,0,0,0.116164109,exult,v,Haptic,yes,no
latino__n,0.059101764,-0.020867347,-0.093130145,0,-0.025511413,latino,n,Visual,yes,no
burst__n,0.030763963,0.000981799,-0.12459073,0,-0.028394087,burst,n,Visual,yes,no
contrast__n,0.015044061,-0.031216713,0.00133221,-0.078334512,-0.026425398,contrast,n,Visual,yes,no
measly__a,0,0.038313099,0,0,0.063923288,measly,a,Haptic,yes,no
sequined__a,0.029818147,-0.027725223,0,0,0.008113705,sequined,a,Visual,yes,no
who__n,0,0.057997085,0,0,0,who,n,Auditory,yes,no
sadistic__a,0,0,0,0,-0.000997935,sadistic,a,Visual,no,no
optional__a,0.009398768,-0.093948301,0.105793356,0,-0.04230795,optional,a,Gustatory,yes,no
censorship__n,-0.020218887,-0.002470985,0,0,0,censorship,n,Gustatory,no,no
cow__n,-0.000219404,-0.022705687,0.057571144,0.052138334,-0.02792709,cow,n,Gustatory,yes,no
edge__v,0.004811003,-0.049072177,0.031135205,0.017850694,0.010422231,edge,v,Gustatory,yes,no
unbreakable__a,0.060321775,0,0,0,0.030302062,unbreakable,a,Visual,yes,no
reroute__v,-0.007452859,0,0,0,0.018664291,reroute,v,Haptic,yes,no
shrimp__a,0.025712785,-0.046883475,0.086560173,0,-0.011576215,shrimp,a,Gustatory,yes,no
sixty__n,0,0,0.124329453,0,0,sixty,n,Gustatory,yes,no
edge__n,0.008333492,-0.064312074,0.008348983,0.011804383,0.034959888,edge,n,Haptic,yes,no
down-to-the-wire__a,0,0,0,0,0.092780202,down-to-the-wire,a,Haptic,yes,no
shrimp__n,-0.031849807,-0.069318225,0.124169976,0.098197373,-0.004701112,shrimp,n,Gustatory,yes,no
ludicrous__a,0.000434444,-0.002911261,-0.066986033,0,0.020620851,ludicrous,a,Haptic,yes,no
basil__n,-0.032006626,0,0.204490365,0,-0.078180775,basil,n,Gustatory,yes,no
basil__a,0.031690925,0,0.148505687,0,0,basil,a,Gustatory,yes,no
lovely__a,0.042769037,-0.035222901,0.019333813,0.015672718,0.015624528,lovely,a,Visual,yes,no
winemaking__n,-0.004712864,-0.030709816,0,0,0.028078032,winemaking,n,Haptic,yes,no
incorrectly__r,-0.01689359,0.00095119,0,0,0,incorrectly,r,Auditory,no,no
pent-up__a,0.000401777,-0.009882586,0,0,-0.027999974,pent-up,a,Visual,no,no
minion__n,0.071151954,-0.053661716,0.037000608,0,0.001170403,minion,n,Visual,yes,no
overwrought__a,0.041086426,0.005585382,0.014409162,0,-0.020715548,overwrought,a,Visual,yes,no
sauce__n,-0.045612454,-0.211635754,0.234090458,0.111318819,-0.081558962,sauce,n,Gustatory,yes,no
post-practice__a,0,0.045437108,0,0,0.083306391,post-practice,a,Haptic,yes,no
